ProductName,Slug,Description,CategoryTags,Variant,Price
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Pouch / 1kg (250 gms X 4) / Whole Beans (),2344.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Pouch / 1kg (250 gms X 4) / Very Fine Grind (),2344.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Pouch / 1kg (250 gms X 4) / Fine Grind (),2344.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Pouch / 1kg (250 gms X 4) / Medium Grind (),2344.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Pouch / 1kg (250 gms X 4) / Coarse Grind (),2344.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Pouch / 500gms (250 gms X 2) / Whole Beans (),1197.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Pouch / 500gms (250 gms X 2) / Very Fine Grind (),1197.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Pouch / 500gms (250 gms X 2) / Fine Grind (),1197.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Pouch / 500gms (250 gms X 2) / Medium Grind (),1197.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Pouch / 500gms (250 gms X 2) / Coarse Grind (),1197.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Pouch / 250 gms / Whole Beans (),611.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Pouch / 250 gms / Very Fine Grind (),611.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Pouch / 250 gms / Fine Grind (),611.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Pouch / 250 gms / Medium Grind (),611.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Pouch / 250 gms / Coarse Grind (),611.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Tin / 1kg (250 gms X 4) / Whole Beans (),2716.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Tin / 1kg (250 gms X 4) / Very Fine Grind (),2716.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Tin / 1kg (250 gms X 4) / Fine Grind (),2716.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Tin / 1kg (250 gms X 4) / Medium Grind (),2716.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Tin / 1kg (250 gms X 4) / Coarse Grind (),2716.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Tin / 500gms (250 gms X 2) / Whole Beans (),1387.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Tin / 500gms (250 gms X 2) / Very Fine Grind (),1387.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Tin / 500gms (250 gms X 2) / Fine Grind (),1387.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Tin / 500gms (250 gms X 2) / Medium Grind (),1387.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Tin / 500gms (250 gms X 2) / Coarse Grind (),1387.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Tin / 250 gms / Whole Beans (),708.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Tin / 250 gms / Very Fine Grind (),708.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Tin / 250 gms / Fine Grind (),708.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Tin / 250 gms / Medium Grind (),708.0
Micro Climate,,"Rich, mellow, intensely fruity, it offers an aroma laden cup. With its generous body and wholesome notes of candied fruit, it lends itself perfectly to filtered brew, pour overs or a French Press. A unique coffee from rare terroirs of gently sloping, diversely shaded highland micro-plots situated on a river island. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_dried_berry', 'tag_grapes', 'tag_honey', 'tag_olives']",Tin / 250 gms / Coarse Grind (),708.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Pouch / 1kg (250 gms X 4) / Very Fine Grind (),2009.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Pouch / 1kg (250 gms X 4) / Whole Beans (),2009.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Pouch / 1kg (250 gms X 4) / Fine Grind (),2009.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Pouch / 1kg (250 gms X 4) / Medium Grind (),2009.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Pouch / 1kg (250 gms X 4) / Coarse Grind (),2009.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Pouch / 500gms (250 gms X 2) / Very Fine Grind (),969.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Pouch / 500gms (250 gms X 2) / Whole Beans (),969.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Pouch / 500gms (250 gms X 2) / Fine Grind (),969.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Pouch / 500gms (250 gms X 2) / Medium Grind (),969.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Pouch / 500gms (250 gms X 2) / Coarse Grind (),969.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Pouch / 250 gms / Very Fine Grind (),524.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Pouch / 250 gms / Whole Beans (),524.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Pouch / 250 gms / Fine Grind (),524.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Pouch / 250 gms / Medium Grind (),524.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Pouch / 250 gms / Coarse Grind (),524.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Tin / 1kg (250 gms X 4) / Very Fine Grind (),2344.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Tin / 1kg (250 gms X 4) / Whole Beans (),2344.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Tin / 1kg (250 gms X 4) / Fine Grind (),2344.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Tin / 1kg (250 gms X 4) / Medium Grind (),2344.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Tin / 1kg (250 gms X 4) / Coarse Grind (),2344.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Tin / 500gms (250 gms X 2) / Very Fine Grind (),1197.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Tin / 500gms (250 gms X 2) / Whole Beans (),1197.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Tin / 500gms (250 gms X 2) / Fine Grind (),1197.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Tin / 500gms (250 gms X 2) / Medium Grind (),1197.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Tin / 500gms (250 gms X 2) / Coarse Grind (),1197.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Tin / 250 gms / Very Fine Grind (),611.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Tin / 250 gms / Whole Beans (),611.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Tin / 250 gms / Fine Grind (),611.0
Signature,,"It symbolises the aromatic balance and roundness that defines our coffees and declares boldly their speciality status. Signature is a coffee for everyone; it’s full of rich character, and those with a discerning palate might even pick up a delicate resemblance to fine tea. The long and clean aftertaste remains sweet and fresh with a bold finish. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_cherry', 'tag_dark_chocolate', 'tag_green_pepper']",Tin / 250 gms / Medium Grind (),611.0
